Company,Company Score,Job Title,Location,Date,Salary,City,state,Remote,LowerSalary,UpperSalary,Mid_Salary,Group_job,Salary_Range,Company_Score_Group
"Bio-Rad Laboratories, Inc.",4.1,data center services - software engineer,"plano, tx",8d,$86K - $116K (Glassdoor est.),Plano, TX,No,86.0,116.0,101.0,Software_En,101-150,กลาง(>2-3.5]
"Audacy, Inc.",4.8,"software dev engineer, l5 , sfsc integrations","seattle, wa",23d,$124K - $234K (Employer est.),Seattle, WA,No,124.0,234.0,179.0,Software_En,151-200,สูง(>3.5-5]
CyberKorp,4.2,software developer in test,"hercules, ca",10d,$80K - $119K (Employer est.),Hercules, CA,No,80.0,119.0,99.5,Software_En,50-100,กลาง(>2-3.5]
Leidos,3.5,senior software engineer,"denver, co",4d,$88K (Employer est.),Denver, CO,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Boeing Intelligence & Analytics,3.4,"software developers – multiple openings – bloomingdale, il",united states,30d+,$55K (Employer est.),United States,Unknow,No,,,129.3361934477379,Software_En,101-150,ต่ำ(0-2]
Tesla,4.1,junior java software engineer,"fort meade, md",30d+,$234K - $284K (Employer est.),Fort Meade, MD,No,234.0,284.0,259.0,Software_En,251-300,กลาง(>2-3.5]
OpenAI,3.1,apprentice etl software engineer,"elkridge, md",30d+,$160K - $385K (Employer est.),Elkridge, MD,No,160.0,385.0,272.5,Software_En,251-300,ต่ำ(0-2]
NCR Atleos,3.9,"software engineer, tool & infrastructure, reliability & test","palo alto, ca",1d,$222K (Employer est.),Palo Alto, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Electronic Warfare Associates,3.8,"software engineer, engineering acceleration","san francisco, ca",5d,$82K - $118K (Glassdoor est.),San Francisco, CA,No,82.0,118.0,100.0,Software_En,50-100,กลาง(>2-3.5]
"BillGO, Inc.",3.3,atm software engineer (level iii),"frisco, tx",30d+,$69K - $107K (Glassdoor est.),Frisco, TX,No,69.0,107.0,88.0,Software_En,50-100,ต่ำ(0-2]
Genesys,3.6,software engineer,"mount laurel, nj",30d+,$95K - $143K (Employer est.),Mount Laurel, NJ,No,95.0,143.0,119.0,Software_En,101-150,กลาง(>2-3.5]
January Technologies,4.5,software engineer iii,"fort collins, co",12d,,Fort Collins, CO,No,,,129.3361934477379,Software_En,101-150,สูง(>3.5-5]
Zebra Technologies,4.1,javascript software engineer – analytics ui team,"indianapolis, in",4d,,Indianapolis, IN,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Credit One Bank,3.8,"software engineer, borrower activation",united states,12d,,United States,Unknow,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Visa,3.8,"devsecops software engineer, ii","holtsville, ny",30d+,,Holtsville, NY,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Foot Locker,4.6,software engineer i,"las vegas, nv",8d,,Las Vegas, NV,No,,,129.3361934477379,Software_En,101-150,สูง(>3.5-5]
LegalZoom,3.8,sr. sw engineer,"bellevue, wa",20d,,Bellevue, WA,No,,,127.6125,Other,101-150,กลาง(>2-3.5]
"Red Hat, Inc.",2.7,"lead software engineer, integrations (boomi)","dallas, tx",30d+,,Dallas, TX,No,,,129.3361934477379,Software_En,101-150,ต่ำ(0-2]
"Turn5, Inc.",3.5,"senior software engineer, ios","glendale, ca",10d,,Glendale, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
University of Nebraska Medical Center,4.5,software integration engineer,"raleigh, nc",10d,,Raleigh, NC,No,,,129.3361934477379,Software_En,101-150,สูง(>3.5-5]
Michelin,4.0,software developer,"paoli, pa",15d,,Paoli, PA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Ren Global Inc.,4.1,software engineer ii,"omaha, ne",4d,,Omaha, NE,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Ford Motor Company,3.1,trainee automation engineer,"ela, nc",3d,,Ela, NC,No,,,127.6125,Other,101-150,ต่ำ(0-2]
BOEING,3.7,sr. software engineer,remote,8d,,Remote,Unknow,Yes,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Disney,3.7,software engineer,"santa fe springs, ca",30d+,,Santa Fe Springs, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Super Micro Computer,3.4,full stack software engineer - mid-level,,2d,,Unknow,Unknow,No,,,129.3361934477379,Software_En,101-150,ต่ำ(0-2]
AVA Counsulting,4.2,"software engineer, tools gpu (core)","emeryville, ca",15d,,Emeryville, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Workday,4.0,software engineer - applied ai,"san jose, ca",30d+,,San Jose, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Cubesmart,4.0,automated driving software engineer,"ann arbor, mi",13d,,Ann Arbor, MI,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
SimpliSafe,2.9,"software development engineer, devops (us federal)","mclean, va",6d,,McLean, VA,No,,,129.3361934477379,Software_En,101-150,ต่ำ(0-2]
Inspire Brands,3.7,senior software engineer,"malvern, pa",10d,,Malvern, PA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
FINSYNC,4.4,"senior software engineer, ml ops","boston, ma",9d,,Boston, MA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Deluxe Media,3.5,software engineer,"atlanta, ga",2d,,Atlanta, GA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Meta,3.7,senior software engineer (ruby),"kennesaw, ga",1d,,Kennesaw, GA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Liquibase,3.8,software engineer,"burbank, ca",30d+,,Burbank, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Afterpay,4.8,"software engineer, gameplay - reality labs","new york, ny",30d+,,New York, NY,No,,,129.3361934477379,Software_En,101-150,สูง(>3.5-5]
Apple,3.895310519645121,"site reliability engineer (remote, us-based)","austin, tx",3d,,Austin, TX,No,,,127.6125,Other,101-150,กลาง(>2-3.5]
YouTube,3.895310519645121,senior software engineer,"milwaukee, wi",12d,,Milwaukee, WI,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Kasmo Inc,3.895310519645121,"aiml - software engineer, information intelligence","seattle, wa",1d,,Seattle, WA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Systems Technology & Research Inc.,3.895310519645121,"software engineer iii, machine learning (recommendations, rankings, and predictions), youtube","mountain view, ca",3d,,Mountain View, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Timescale,3.895310519645121,plc software engineer,"detroit, mi",18d,,Detroit, MI,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
InterImage,3.895310519645121,software engineer,united states,30d+,,United States,Unknow,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
TDI Technologies,3.895310519645121,senior software engineer - backend - ai projects,remote,24d,,Remote,Unknow,Yes,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Abbott Laboratories,3.895310519645121,2172 software engineer 1,"fort meade, md",18d,,Fort Meade, MD,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Prove,3.895310519645121,database software engineer,pennsylvania,6d,,Pennsylvania,Unknow,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"Red Hat, Inc.",3.895310519645121,sr. software engineer – full stack,"alameda, ca",3d,,Alameda, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Coinbase,3.895310519645121,platform engineer ii/ software engineer,"ireland, wv",30d+,,Ireland, WV,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Home Care Pulse Llc,3.895310519645121,gpu/accelerator packaging software engineer,"boston, ma",30d+,,Boston, MA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Chatsworth Products,3.895310519645121,"senior software engineer, infrastructure - platform (routing)",remote,6d,,Remote,Unknow,Yes,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
State Street,3.895310519645121,senior full stack software engineer,"tampa, fl",24d,,Tampa, FL,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
KLA Corporation,3.895310519645121,software engineer,"round rock, tx",3d,,Round Rock, TX,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
FICO,3.895310519645121,software application developer - officer (onsite),"boston, ma",12d,,Boston, MA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Sirius XM,3.895310519645121,"software engineer (c++/ood/oop, linux, multi-thread/multi-process)","milpitas, ca",30d+,,Milpitas, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Spotify,3.895310519645121,senior java engineer,"san rafael, ca",6d,,San Rafael, CA,No,,,127.6125,Other,101-150,กลาง(>2-3.5]
ETC,3.895310519645121,software engineer iii,"oakland, ca",30d+,,Oakland, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"CapSquare Systems, Inc.",3.895310519645121,"android engineer, music","new york, ny",20d,,New York, NY,No,,,127.6125,Other,101-150,กลาง(>2-3.5]
McKesson,3.895310519645121,software engineer - entertainment controls,"middleton, wi",30d+,,Middleton, WI,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
bioMerieux SA,3.895310519645121,software engineer,"troy, mi",12d,,Troy, MI,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"Amazon Data Services, Inc.",3.895310519645121,senior software engineer,"irving, tx",30d+,,Irving, TX,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
DarkStar Intelligence LLC,3.895310519645121,software engineer ii - cybersecurity and os configuration,"salt lake city, ut",3d,,Salt Lake City, UT,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Fidelity Investments,3.895310519645121,"software development engineer, network core-r&d","seattle, wa",25d,,Seattle, WA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"10ZIG TECHNOLOGY, INC.",3.895310519645121,software engineer,"annapolis junction, md",25d,,Annapolis Junction, MD,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"Ekeo Group, LLC",3.895310519645121,senior software engineer in test,"westlake, tx",4d,,Westlake, TX,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
AXS,3.895310519645121,qa automation engineer,"phoenix, az",3d,,Phoenix, AZ,No,,,127.6125,Other,101-150,กลาง(>2-3.5]
"Red Hat, Inc.",3.895310519645121,software engineer,"bloomington, mn",13d,,Bloomington, MN,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Coupang,3.895310519645121,analytics engineer,"los angeles, ca",3d,,Los Angeles, CA,No,,,127.6125,Other,101-150,กลาง(>2-3.5]
"Verve, Inc.",3.895310519645121,senior software engineer,"raleigh, nc",3d,,Raleigh, NC,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
ARSIEM,3.895310519645121,staff software engineer,"seattle, wa",3d,,Seattle, WA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Freeform,3.895310519645121,senior software qa engineer,"cambridge, ma",3d,,Cambridge, MA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Aspen Publishing,3.895310519645121,568 software engineer 0,"annapolis junction, md",30d+,,Annapolis Junction, MD,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Calspan Corporation,3.895310519645121,software engineer (c++),"los angeles, ca",9d,,Los Angeles, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Northrop Grumman,3.895310519645121,software engineer,"burlington, ma",1d,,Burlington, MA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Finish Line,3.895310519645121,software engineer - wind tunnels & hypersonics,"saint paul, mn",30d+,,Saint Paul, MN,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
UBS,3.895310519645121,software development analyst,"el segundo, ca",10d,,El Segundo, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Paycom,3.895310519645121,senior software engineer - enterprise solutions,"indianapolis, in",12d,,Indianapolis, IN,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Oracle,3.895310519645121,software engineer/developer,"raleigh, nc",12d,,Raleigh, NC,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"Patriot Technology and Business Partners, Inc.",3.895310519645121,software developer,"oklahoma city, ok",30d+,,Oklahoma City, OK,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Salesforce,3.895310519645121,senior software engineer,united states,1d,,United States,Unknow,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Clarity Innovations,3.895310519645121,software applications engineer,"orlando, fl",23d,,Orlando, FL,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Adobe,3.895310519645121,"senior full stack software engineer, code builder/ide","san francisco, ca",30d+,,San Francisco, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Blue Origin,3.895310519645121,software engineer (full stack) (qc) tto16-002,united states,8d,,United States,Unknow,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"TRU Simulation + Training, Inc.",3.895310519645121,senior software engineer,"san jose, ca",30d+,,San Jose, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Apple,3.895310519645121,aerospace app software engineer ii,"seattle, wa",27d,,Seattle, WA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Cart.com,3.895310519645121,"software engineer (aerodynamics) - tru simulation training, inc.","tampa, fl",2d,,Tampa, FL,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
RealWork Labs,3.895310519645121,io software systems test engineer,"san diego, ca",9d,,San Diego, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Disney,3.895310519645121,software engineer,texas,30d+,,Texas,Unknow,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Megaport,3.895310519645121,senior software engineer,"austin, tx",10d,,Austin, TX,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"Vision Technologies, Inc",3.895310519645121,staff software engineer,"celebration, fl",30d,,Celebration, FL,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Thermo Fisher Scientific,3.895310519645121,deployment engineer,,2d,,Unknow,Unknow,No,,,127.6125,Other,101-150,กลาง(>2-3.5]
Innovative Defense Technologies (IDT),3.895310519645121,software engineer iii,united states,12d,,United States,Unknow,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Salesforce,3.895310519645121,software quality assurance engineer iii,"tewksbury, ma",16d,,Tewksbury, MA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Atrium Health,3.895310519645121,software engineer,"arlington, va",5d,,Arlington, VA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
BOEING,3.895310519645121,software engineer - ml infrastructure,"bellevue, wa",30d+,,Bellevue, WA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
NVIDIA,3.895310519645121,servicenow sr software engineer,"charlotte, nc",1d,,Charlotte, NC,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
BOEING,3.895310519645121,senior full stack software engineer,"annapolis junction, md",3d,,Annapolis Junction, MD,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
PacBio,3.895310519645121,principal software engineer - full stack,"santa clara, ca",2d,,Santa Clara, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Marquis Software Solutions Inc,3.895310519645121,software engineer (associate or experienced),"tukwila, wa",30d+,,Tukwila, WA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Semper Valens Solutions,3.895310519645121,"senior engineer, software, test","menlo park, ca",13d,,Menlo Park, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"Chick-fil-A, Inc.",3.895310519645121,sr software engineer,"plano, tx",30d+,,Plano, TX,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Apple,3.895310519645121,software engineer,"belcamp, md",11d,,Belcamp, MD,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
CVS Health,3.895310519645121,lead software engineer,"atlanta, ga",15d,,Atlanta, GA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Alcorn State University,3.895310519645121,senior software qa engineer apple sevices engineering.,"seattle, wa",24h,,Seattle, WA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"Amazon Web Services, Inc. - A97",3.895310519645121,principal software development engineer,"hartford, ct",2d,,Hartford, CT,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Reevo,3.895310519645121,software engineer/instructor,"lorman, ms",30d+,,Lorman, MS,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Teledyne Technologies Inc.,3.895310519645121,"software dev engineer ii, aws applications","seattle, wa",26d,,Seattle, WA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Adobe,3.895310519645121,senior software engineer,"santa clara, ca",3d,,Santa Clara, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Honda,3.895310519645121,software engineer,"elgin, il",30d+,,Elgin, IL,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Westchester Community College,3.895310519645121,software development engineer in test,"san francisco, ca",30d+,,San Francisco, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
DPS Telecom,3.895310519645121,software & system dev. sr. engineer,"raymond, oh",30d+,,Raymond, OH,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Roblox,3.895310519645121,software engineer ii,"valhalla, ny",3d,,Valhalla, NY,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
OpenAI,3.895310519645121,embedded software engineer (entry-level),"lake hopatcong, nj",2d,,Lake Hopatcong, NJ,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
"Akina, Inc.",3.895310519645121,senior software engineer - app orchestration,"san mateo, ca",30d+,,San Mateo, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
RXO,3.895310519645121,"software engineer, machine learning compute","san francisco, ca",6d,,San Francisco, CA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Infosys,3.895310519645121,software engineer - 3 (apache nifi),"annapolis junction, md",18d,,Annapolis Junction, MD,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Medtronic,3.895310519645121,senior software engineer,"southfield, mi",19d,,Southfield, MI,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Unknow,3.895310519645121,junior python developer,"charlotte, nc",2d,,Charlotte, NC,No,,,137.2962962962963,Software_Dev,101-150,กลาง(>2-3.5]
Unknow,3.895310519645121,gui software engineer ii - surgical robotics,"boston, ma",10d,,Boston, MA,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
